record_id,item_id,item,funder_id,funder,fit,reason,source_ids,evidence_label,confidence,demand_evidence_type,notes
FFT-336,DMV-17,Public-meal protein guidance on quality and cost; Dispatch 64 supplier documents,F12,IFC (World Bank Group),outside remit,IFC invests in companies; public goods are outside its investment remit.,AIS-20; CAP-41; CAP-42; ECO-03; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-337,DMV-18,Eight-digit customs subheadings for plant proteins,F12,IFC (World Bank Group),outside remit,IFC invests in companies; public goods are outside its investment remit.,AIS-20; CAP-41; CAP-42; ECO-03; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-338,DMV-19,"Use and protect EU, UK and Japanese tariff preferences",F12,IFC (World Bank Group),outside remit,IFC invests in companies; public goods are outside its investment remit.,AIS-20; CAP-41; CAP-42; ECO-03; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-339,TPP-01,Domestic textured soy or soy-gluten protein,F12,IFC (World Bank Group),partial,"Import substitution (about USD 16 to 23 million of imports a year by 2035 on the benchmark path, our calculation) and jobs fit IFC's agribusiness case; ticket size and named offtake are the hurdles, and the climate case is weak.",AIS-20; CAP-41; CAP-42; ECO-03; target_product_profiles.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-340,TPP-02,Higher-protein chay foods,F12,IFC (World Bank Group),outside remit,IFC invests in companies; public goods are outside its investment remit.,AIS-20; CAP-41; CAP-42; ECO-03; target_product_profiles.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-341,TPP-03,Hybrid extender for processed meat,F12,IFC (World Bank Group),partial,Ingredient plants supplying large processors or dairies fit IFC's value-chain lens once offtake exists.,AIS-20; CAP-41; CAP-42; ECO-03; target_product_profiles.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-342,TPP-04,Canteen protein ingredient and dish base,F12,IFC (World Bank Group),outside remit,IFC invests in companies; public goods are outside its investment remit.,AIS-20; CAP-41; CAP-42; ECO-03; target_product_profiles.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-343,TPP-05,Rice or mung bean isolate for plant milks,F12,IFC (World Bank Group),partial,Ingredient plants supplying large processors or dairies fit IFC's value-chain lens once offtake exists.,AIS-20; CAP-41; CAP-42; ECO-03; target_product_profiles.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-344,TPP-06,Fungal biomass functional ingredient,F12,IFC (World Bank Group),partial,Ingredient plants supplying large processors or dairies fit IFC's value-chain lens once offtake exists.,AIS-20; CAP-41; CAP-42; ECO-03; target_product_profiles.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-345,TPP-07,Precision-fermented specialty protein,F12,IFC (World Bank Group),outside remit,IFC invests in companies; public goods are outside its investment remit.,AIS-20; CAP-41; CAP-42; ECO-03; target_product_profiles.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-346,TPP-08,"Export private-label plant foods (EU, UK)",F12,IFC (World Bank Group),partial,Export co-packing by seafood or cashew processors fits IFC's existing Vietnamese clients.,AIS-20; CAP-41; CAP-42; ECO-03; target_product_profiles.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-347,TPP-09,Diaspora protein-upgraded chay,F12,IFC (World Bank Group),outside remit,IFC invests in companies; public goods are outside its investment remit.,AIS-20; CAP-41; CAP-42; ECO-03; target_product_profiles.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-348,TPP-10,Cultivated meat or seafood,F12,IFC (World Bank Group),outside remit,IFC invests in companies; public goods are outside its investment remit.,AIS-20; CAP-41; CAP-42; ECO-03; target_product_profiles.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-349,DMV-01,Chay-day question in a probability survey,F13,UNICEF Viet Nam (Country Programme 2027 to 2031),partial,A diet-survey item fits nutrition monitoring.,APR-27; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-350,DMV-02,"Declaration-level customs analysis (food vs feed, named buyers)",F13,UNICEF Viet Nam (Country Programme 2027 to 2031),outside remit,Not a child-nutrition or school-food item.,APR-27; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-351,DMV-03,Vietnamese sensory and choice-test capacity,F13,UNICEF Viet Nam (Country Programme 2027 to 2031),outside remit,Not a child-nutrition or school-food item.,APR-27; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-352,DMV-04,Randomised label and name test,F13,UNICEF Viet Nam (Country Programme 2027 to 2031),outside remit,Not a child-nutrition or school-food item.,APR-27; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-353,DMV-05,Canteen trial with one large caterer (chay days or protein extender),F13,UNICEF Viet Nam (Country Programme 2027 to 2031),outside remit,Not a child-nutrition or school-food item.,APR-27; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-354,DMV-06,In-store test of protein-upgraded chay in 20 minimarts,F13,UNICEF Viet Nam (Country Programme 2027 to 2031),outside remit,Not a child-nutrition or school-food item.,APR-27; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-355,DMV-07,Chay composition and authenticity survey,F13,UNICEF Viet Nam (Country Programme 2027 to 2031),partial,"Composition data on chay foods (protein, additives, sodium) feed healthy-food standards and marketing rules.",APR-27; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-356,DMV-08,Standing panel of research and procurement buyers,F13,UNICEF Viet Nam (Country Programme 2027 to 2031),outside remit,Not a child-nutrition or school-food item.,APR-27; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-357,DMV-09,Share of meat eaten as processed products,F13,UNICEF Viet Nam (Country Programme 2027 to 2031),outside remit,Not a child-nutrition or school-food item.,APR-27; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-358,DMV-10,Nha Trang hotel and menu audit,F13,UNICEF Viet Nam (Country Programme 2027 to 2031),outside remit,Not a child-nutrition or school-food item.,APR-27; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-359,DMV-11,Survey of EU and UK private-label and seafood buyers,F13,UNICEF Viet Nam (Country Programme 2027 to 2031),outside remit,Not a child-nutrition or school-food item.,APR-27; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-360,DMV-12,Feed carbon-footprint benchmark for shrimp and pangasius feed,F13,UNICEF Viet Nam (Country Programme 2027 to 2031),outside remit,Not a child-nutrition or school-food item.,APR-27; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-361,DMV-13,Define chay and vegetarian claims (TCVN 13625),F13,UNICEF Viet Nam (Country Programme 2027 to 2031),outside remit,Not a child-nutrition or school-food item.,APR-27; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-362,DMV-14,Honest percentage labelling of blended meat,F13,UNICEF Viet Nam (Country Programme 2027 to 2031),outside remit,Not a child-nutrition or school-food item.,APR-27; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-363,DMV-15,Neutral naming guidance avoiding nhan tao,F13,UNICEF Viet Nam (Country Programme 2027 to 2031),outside remit,Not a child-nutrition or school-food item.,APR-27; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-364,DMV-16,GMO declaration status of purified precision-fermented proteins,F13,UNICEF Viet Nam (Country Programme 2027 to 2031),outside remit,Not a child-nutrition or school-food item.,APR-27; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-365,DMV-17,Public-meal protein guidance on quality and cost; Dispatch 64 supplier documents,F13,UNICEF Viet Nam (Country Programme 2027 to 2031),partial,"UNICEF will help strengthen school food standards (CPD para 18); a protein-quality basis fits, but meat reduction is not its aim and processed plant products will be judged on sodium and processing.",APR-27; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
