sku_id,date,city,store,channel_type,product_name,brand_raw,brand,origin_raw,category_raw,format_raw,product_type,as_sold_form,formulation_archetype,primary_protein_source,secondary_protein_sources,non_vegan_flag,key_ingredients,protein_g_per_100,protein_unit,protein_value_basis,energy_kcal_per_100,fat_g_per_100,carbs_g_per_100,sodium_mg_per_100,price_vnd,pack_size,pack_unit,price_per_100g_vnd,price_per_100g_protein_vnd,price_confidence,conv_equiv_price_per_100g_vnd,chay_vs_conv_price_diff_pct,likely_imported_protein_ingredient,brand_owner,ownership_country,manufacturer,plant_location,product_group,data_confidence,source_ids,evidence_label,confidence,notes,field_notes_original
P171,2026-09-16,Ho Chi Minh City,Nam An Market - 21 Thảo Điền,Specialty Retail,Organic Protein + 50 Superfoods - Vanilla Bean,Orgain,Orgain,United States,Plant-based (modern/branded),Plant protein powder,protein powder,dry,A14,pea protein,brown rice protein; mung bean protein; chia,,"Organic pea, brown-rice, mung-bean and chia proteins with organic grains, greens, sprouts, berries and fruit",41.2,per 100 g,field log (label or collector OSINT),313.7,8.8,39.2,764.7,1385900.0,920.0,g,150641.0,365634.0,High,,,Y,Orgain (US),United States,Imported,Not verified,ORG-50super,High,FORM-01,[VN-direct],High,Imported (US).,"Nutrition converted from a 51g serving; package IMG_0919–0921 and 1,385,900đ tag in IMG_0922."
P172,2026-09-16,Ho Chi Minh City,Nam An Market - 21 Thảo Điền,Specialty Retail,Organic Protein - Natural Unsweetened,Orgain,Orgain,United States,Plant-based (modern/branded),Plant protein powder,protein powder,dry,A14,pea protein,brown rice protein; chia,,"Organic pea protein, brown-rice protein, chia seed, acacia, sunflower oil/lecithin, rice dextrin and rosemary extract",58.3,per 100 g,field log (label or collector OSINT),388.9,8.3,22.2,694.4,1439900.0,720.0,g,199986.0,343029.0,High,,,Y,Orgain (US),United States,Imported,Not verified,ORG-unsweet,High,FORM-01,[VN-direct],High,Imported (US).,"Nutrition converted from a 36g serving; package/back label IMG_0922–0926 and 1,439,900đ shelf tag."
P173,2026-09-16,Ho Chi Minh City,Nam An Market - 21 Thảo Điền,Specialty Retail,Muskee Mushroom Jerky - Sweet & Spicy,iChoose,iChoose,Imported (country not captured),Plant-based (modern/branded),Mushroom jerky,snack/jerky,dry,A0,mushroom,,,Mushroom-based jerky; ingredient panel not photographed,,per 100 g,field log (label or collector OSINT),,,,,32900.0,25.0,g,131600.0,,High,,,Y,Not verified,Imported (country not captured),Imported,Not verified,ICH-jerky,Low,FORM-01,[VN-direct],Low,Imported finished product; protein not recorded.,"25g package and 32,900đ tag in IMG_0914."
P174,2026-09-16,Ho Chi Minh City,Nam An Market - 21 Thảo Điền,Specialty Retail,Muskee Mushroom Jerky - 5-Spice,iChoose,iChoose,Imported (country not captured),Plant-based (modern/branded),Mushroom jerky,snack/jerky,dry,A0,mushroom,,,Mushroom-based jerky; ingredient panel not photographed,,per 100 g,field log (label or collector OSINT),,,,,32900.0,25.0,g,131600.0,,High,,,Y,Not verified,Imported (country not captured),Imported,Not verified,ICH-jerky,Low,FORM-01,[VN-direct],Low,,"25g package and 32,900đ tag in IMG_0914."
P175,2026-09-16,Ho Chi Minh City,Nam An Market - 21 Thảo Điền,Specialty Retail,Muskee Mushroom Jerky - Sriracha Roasted Garlic,iChoose,iChoose,Imported (country not captured),Plant-based (modern/branded),Mushroom jerky,snack/jerky,dry,A0,mushroom,,,Mushroom-based jerky; ingredient panel not photographed,,per 100 g,field log (label or collector OSINT),,,,,32900.0,25.0,g,131600.0,,High,,,Y,Not verified,Imported (country not captured),Imported,Not verified,ICH-jerky,Low,FORM-01,[VN-direct],Low,,"25g package and 32,900đ tag in IMG_0914."
P176,2026-09-16,Ho Chi Minh City,Nam An Market - 21 Thảo Điền,Specialty Retail,Muskee Mushroom Jerky - Smoked Barbecue,iChoose,iChoose,Imported (country not captured),Plant-based (modern/branded),Mushroom jerky,snack/jerky,dry,A0,mushroom,,,Mushroom-based jerky; ingredient panel not photographed,,per 100 g,field log (label or collector OSINT),,,,,32900.0,25.0,g,131600.0,,High,,,Y,Not verified,Imported (country not captured),Imported,Not verified,ICH-jerky,Low,FORM-01,[VN-direct],Low,,"25g package and 32,900đ tag in IMG_0914."
P177,2026-09-16,Ho Chi Minh City,Nam An Market - 21 Thảo Điền,Specialty Retail,Muskee Mushroom Jerky - Cajun,iChoose,iChoose,Imported (country not captured),Plant-based (modern/branded),Mushroom jerky,snack/jerky,dry,A0,mushroom,,,Mushroom-based jerky; ingredient panel not photographed,,per 100 g,field log (label or collector OSINT),,,,,32900.0,25.0,g,131600.0,,High,,,Y,Not verified,Imported (country not captured),Imported,Not verified,ICH-jerky,Low,FORM-01,[VN-direct],Low,,"25g package and 32,900đ tag in IMG_0914."
P178,2026-09-16,Ho Chi Minh City,Nam An Market - 21 Thảo Điền,Specialty Retail,Oat Drink Barista Edition,Oatly,Oatly,Imported (country not captured),Plant-based (modern/branded),Oat milk,plant milk,beverage,A9,oat,,,Oat-based beverage; ingredient panel not photographed,,per 100 ml,field log (label or collector OSINT),,,,,139900.0,1000.0,ml,13990.0,,High,,,Y,Oatly Group AB,Sweden,Imported,Not verified,OATLY-barista,Low,FORM-01,[VN-direct],Low,,"1L cartons and 139,900đ shelf tag in IMG_0936."
P179,2026-09-16,Ho Chi Minh City,Nam An Market - 21 Thảo Điền,Specialty Retail,Oat Milk,MILKLAB,MilkLab,Australia,Plant-based (modern/branded),Oat milk,plant milk,beverage,A9,oat,,,Oat-based beverage; ingredient panel not photographed,,per 100 ml,field log (label or collector OSINT),,,,,94900.0,1000.0,ml,9490.0,,High,,,Y,Noumi Ltd (believed),Australia,Imported,Not verified,MLAB-oat,Low,FORM-01,[VN-direct],Low,,"1L cartons and 94,900đ shelf tag in IMG_0936."
P180,2026-09-16,Ho Chi Minh City,Nam An Market - 21 Thảo Điền,Specialty Retail,Almond Milk,MILKLAB,MilkLab,Australia,Plant-based (modern/branded),Almond milk,plant milk,beverage,A9,nuts (almond),,,Almond-based beverage; ingredient panel not photographed,,per 100 ml,field log (label or collector OSINT),,,,,94900.0,1000.0,ml,9490.0,,High,,,Y,Noumi Ltd (believed),Australia,Imported,Not verified,MLAB-almond,Low,FORM-01,[VN-direct],Low,,"1L cartons and 94,900đ shelf tag in IMG_0936."
P181,2026-09-16,Ho Chi Minh City,Nam An Market - 21 Thảo Điền,Specialty Retail,Macadamia Milk - Original,137 Degrees,137 Degrees,Imported (country not captured),Plant-based (modern/branded),Macadamia milk,plant milk,beverage,A9,nuts (macadamia),,,Macadamia-based beverage; ingredient panel not photographed,,per 100 ml,field log (label or collector OSINT),,,,,158900.0,1000.0,ml,15890.0,,High,,,Y,"Simple Foods Co., Ltd (believed Thailand; site does not state)",Thailand (log records Vietnam for Nha Trang rows),Imported,Not verified,137D-macadamia,Low,FORM-01,[VN-direct],Low,Imported (Thailand).,"1L cartons and 158,900đ shelf tag in IMG_0936."
P182,2026-09-16,Ho Chi Minh City,Nam An Market - 21 Thảo Điền,Specialty Retail,Almond Milk - Original,137 Degrees,137 Degrees,Imported (country not captured),Plant-based (modern/branded),Almond milk,plant milk,beverage,A9,nuts (almond),,,Almond-based beverage; ingredient panel not photographed,,per 100 ml,field log (label or collector OSINT),,,,,139900.0,1000.0,ml,13990.0,,High,,,Y,"Simple Foods Co., Ltd (believed Thailand; site does not state)",Thailand (log records Vietnam for Nha Trang rows),Imported,Not verified,137D-almond,Low,FORM-01,[VN-direct],Low,,"1L cartons and 139,900đ shelf tag in IMG_0936."
P183,2026-09-16,Ho Chi Minh City,Nam An Market - 21 Thảo Điền,Specialty Retail,Pistachio Milk - Original,137 Degrees,137 Degrees,Imported (country not captured),Plant-based (modern/branded),Pistachio milk,plant milk,beverage,A9,nuts (pistachio),,,Pistachio-based beverage; ingredient panel not photographed,,per 100 ml,field log (label or collector OSINT),,,,,158900.0,1000.0,ml,15890.0,,High,,,Y,"Simple Foods Co., Ltd (believed Thailand; site does not state)",Thailand (log records Vietnam for Nha Trang rows),Imported,Not verified,137D-pistachio,Low,FORM-01,[VN-direct],Low,,"1L cartons and 158,900đ shelf tag in IMG_0936."
P184,2026-09-16,Ho Chi Minh City,Nam An Market - 21 Thảo Điền,Specialty Retail,Walnut Milk - Original,137 Degrees,137 Degrees,Imported (country not captured),Plant-based (modern/branded),Walnut milk,plant milk,beverage,A9,nuts (walnut),,,Walnut-based beverage; ingredient panel not photographed,,per 100 ml,field log (label or collector OSINT),,,,,158900.0,1000.0,ml,15890.0,,High,,,Y,"Simple Foods Co., Ltd (believed Thailand; site does not state)",Thailand (log records Vietnam for Nha Trang rows),Imported,Not verified,137D-walnut,Low,FORM-01,[VN-direct],Low,,"1L cartons and 158,900đ shelf tag in IMG_0936."
P185,2026-09-16,Ho Chi Minh City,Nam An Market - 21 Thảo Điền,Specialty Retail,Chocolate Oat Milk,OATSIDE,Oatside,Imported (country not captured),Plant-based (modern/branded),Oat milk,plant milk,beverage,A9,oat,,,Oat-based chocolate beverage; ingredient panel not photographed,,per 100 ml,field log (label or collector OSINT),,,,,59900.0,1000.0,ml,5990.0,,High,,,Y,Oatside,Singapore (brand),Imported,Not verified,OATSIDE-choc,Low,FORM-01,[VN-direct],Low,,"1L brown cartons and 59,900đ shelf tag in IMG_0933."
P186,2026-09-16,Ho Chi Minh City,Nam An Market - 21 Thảo Điền,Specialty Retail,Oat Milk Barista Blend,OATSIDE,Oatside,Imported (country not captured),Plant-based (modern/branded),Oat milk,plant milk,beverage,A9,oat,,,Oat-based beverage; ingredient panel not photographed,,per 100 ml,field log (label or collector OSINT),,,,,59900.0,1000.0,ml,5990.0,,High,,,Y,Oatside,Singapore (brand),Imported,Not verified,OATSIDE-barista,Low,FORM-01,[VN-direct],Low,,"1L white cartons and 59,900đ shelf tag in IMG_0933."
